season,state,zone,climate,population,epi_week_of_season,week_start,iso_year,iso_week,cases,hospitalizations,deaths,cases_per_100k,hosp_per_100k,deaths_per_100k
2025/2026,Akwa Ibom,SS,tropical,5780581,2,2025-07-07,2025,28,431,11,1,7.456,0.19,0.017
2025/2026,Akwa Ibom,SS,tropical,5780581,3,2025-07-14,2025,29,648,8,0,11.21,0.138,0.0
2025/2026,Akwa Ibom,SS,tropical,5780581,4,2025-07-21,2025,30,651,4,0,11.262,0.069,0.0
2025/2026,Akwa Ibom,SS,tropical,5780581,5,2025-07-28,2025,31,427,8,2,7.387,0.138,0.035
2025/2026,Akwa Ibom,SS,tropical,5780581,6,2025-08-04,2025,32,526,14,0,9.099,0.242,0.0
2025/2026,Akwa Ibom,SS,tropical,5780581,7,2025-08-11,2025,33,738,17,1,12.767,0.294,0.017
2025/2026,Akwa Ibom,SS,tropical,5780581,8,2025-08-18,2025,34,1085,12,0,18.77,0.208,0.0
2025/2026,Akwa Ibom,SS,tropical,5780581,9,2025-08-25,2025,35,841,29,0,14.549,0.502,0.0
2025/2026,Akwa Ibom,SS,tropical,5780581,10,2025-09-01,2025,36,1750,29,4,30.274,0.502,0.069
2025/2026,Akwa Ibom,SS,tropical,5780581,11,2025-09-08,2025,37,5907,88,6,102.187,1.522,0.104
2025/2026,Akwa Ibom,SS,tropical,5780581,12,2025-09-15,2025,38,18434,307,10,318.895,5.311,0.173
2025/2026,Akwa Ibom,SS,tropical,5780581,13,2025-09-22,2025,39,42672,703,94,738.196,12.161,1.626
2025/2026,Akwa Ibom,SS,tropical,5780581,14,2025-09-29,2025,40,129895,1231,93,2247.092,21.295,1.609
2025/2026,Akwa Ibom,SS,tropical,5780581,15,2025-10-06,2025,41,126216,1935,131,2183.448,33.474,2.266
2025/2026,Akwa Ibom,SS,tropical,5780581,16,2025-10-13,2025,42,110406,1149,174,1909.946,19.877,3.01
2025/2026,Akwa Ibom,SS,tropical,5780581,17,2025-10-20,2025,43,63190,1204,76,1093.143,20.828,1.315
2025/2026,Akwa Ibom,SS,tropical,5780581,18,2025-10-27,2025,44,11453,344,20,198.129,5.951,0.346
2025/2026,Akwa Ibom,SS,tropical,5780581,19,2025-11-03,2025,45,6068,60,6,104.972,1.038,0.104
2025/2026,Akwa Ibom,SS,tropical,5780581,20,2025-11-10,2025,46,871,11,1,15.068,0.19,0.017
2025/2026,Akwa Ibom,SS,tropical,5780581,21,2025-11-17,2025,47,643,5,0,11.123,0.086,0.0
2025/2026,Akwa Ibom,SS,tropical,5780581,22,2025-11-24,2025,48,1631,13,2,28.215,0.225,0.035
2025/2026,Akwa Ibom,SS,tropical,5780581,23,2025-12-01,2025,49,2334,43,1,40.377,0.744,0.017
2025/2026,Akwa Ibom,SS,tropical,5780581,24,2025-12-08,2025,50,4070,67,11,70.408,1.159,0.19
2025/2026,Akwa Ibom,SS,tropical,5780581,25,2025-12-15,2025,51,5990,54,9,103.623,0.934,0.156
2025/2026,Akwa Ibom,SS,tropical,5780581,26,2025-12-22,2025,52,9872,130,6,170.779,2.249,0.104
2025/2026,Akwa Ibom,SS,tropical,5780581,27,2025-12-29,2026,1,9647,316,23,166.886,5.467,0.398
2025/2026,Akwa Ibom,SS,tropical,5780581,28,2026-01-05,2026,2,7498,276,7,129.71,4.775,0.121
2025/2026,Akwa Ibom,SS,tropical,5780581,29,2026-01-12,2026,3,7650,72,6,132.34,1.246,0.104
2025/2026,Akwa Ibom,SS,tropical,5780581,30,2026-01-19,2026,4,936,44,1,16.192,0.761,0.017
2025/2026,Akwa Ibom,SS,tropical,5780581,31,2026-01-26,2026,5,841,7,0,14.549,0.121,0.0
2025/2026,Akwa Ibom,SS,tropical,5780581,32,2026-02-02,2026,6,351,16,1,6.072,0.277,0.017
2025/2026,Akwa Ibom,SS,tropical,5780581,33,2026-02-09,2026,7,440,4,0,7.612,0.069,0.0
2025/2026,Akwa Ibom,SS,tropical,5780581,34,2026-02-16,2026,8,625,14,0,10.812,0.242,0.0
2025/2026,Akwa Ibom,SS,tropical,5780581,35,2026-02-23,2026,9,600,13,1,10.38,0.225,0.017
2025/2026,Akwa Ibom,SS,tropical,5780581,36,2026-03-02,2026,10,685,4,0,11.85,0.069,0.0
2025/2026,Akwa Ibom,SS,tropical,5780581,37,2026-03-09,2026,11,425,8,0,7.352,0.138,0.0
2025/2026,Akwa Ibom,SS,tropical,5780581,38,2026-03-16,2026,12,412,6,1,7.127,0.104,0.017
2025/2026,Akwa Ibom,SS,tropical,5780581,39,2026-03-23,2026,13,642,8,0,11.106,0.138,0.0
2025/2026,Akwa Ibom,SS,tropical,5780581,40,2026-03-30,2026,14,417,12,2,7.214,0.208,0.035
2025/2026,Akwa Ibom,SS,tropical,5780581,41,2026-04-06,2026,15,460,4,2,7.958,0.069,0.035
2025/2026,Akwa Ibom,SS,tropical,5780581,42,2026-04-13,2026,16,562,9,0,9.722,0.156,0.0
2025/2026,Akwa Ibom,SS,tropical,5780581,43,2026-04-20,2026,17,663,10,0,11.469,0.173,0.0
2025/2026,Akwa Ibom,SS,tropical,5780581,44,2026-04-27,2026,18,582,6,1,10.068,0.104,0.017
2025/2026,Akwa Ibom,SS,tropical,5780581,45,2026-05-04,2026,19,377,11,0,6.522,0.19,0.0
2025/2026,Akwa Ibom,SS,tropical,5780581,46,2026-05-11,2026,20,346,14,2,5.986,0.242,0.035
2025/2026,Akwa Ibom,SS,tropical,5780581,47,2026-05-18,2026,21,569,6,0,9.843,0.104,0.0
2025/2026,Akwa Ibom,SS,tropical,5780581,48,2026-05-25,2026,22,349,12,0,6.037,0.208,0.0
2025/2026,Akwa Ibom,SS,tropical,5780581,49,2026-06-01,2026,23,628,13,1,10.864,0.225,0.017
2025/2026,Akwa Ibom,SS,tropical,5780581,50,2026-06-08,2026,24,343,11,2,5.934,0.19,0.035
2025/2026,Akwa Ibom,SS,tropical,5780581,51,2026-06-15,2026,25,500,3,0,8.65,0.052,0.0
2025/2026,Akwa Ibom,SS,tropical,5780581,52,2026-06-22,2026,26,615,6,1,10.639,0.104,0.017
2025/2026,Edo,SS,tropical,5527810,1,2025-06-30,2025,27,2742,50,3,49.604,0.905,0.054
2025/2026,Edo,SS,tropical,5527810,2,2025-07-07,2025,28,367,12,0,6.639,0.217,0.0
2025/2026,Edo,SS,tropical,5527810,3,2025-07-14,2025,29,551,7,1,9.968,0.127,0.018
2025/2026,Edo,SS,tropical,5527810,4,2025-07-21,2025,30,730,10,1,13.206,0.181,0.018
2025/2026,Edo,SS,tropical,5527810,5,2025-07-28,2025,31,510,7,1,9.226,0.127,0.018
2025/2026,Edo,SS,tropical,5527810,6,2025-08-04,2025,32,241,4,0,4.36,0.072,0.0
2025/2026,Edo,SS,tropical,5527810,7,2025-08-11,2025,33,905,8,1,16.372,0.145,0.018
2025/2026,Edo,SS,tropical,5527810,8,2025-08-18,2025,34,775,14,0,14.02,0.253,0.0
2025/2026,Edo,SS,tropical,5527810,9,2025-08-25,2025,35,1354,25,0,24.494,0.452,0.0
2025/2026,Edo,SS,tropical,5527810,10,2025-09-01,2025,36,2319,39,2,41.952,0.706,0.036
2025/2026,Edo,SS,tropical,5527810,11,2025-09-08,2025,37,3626,129,7,65.596,2.334,0.127
2025/2026,Edo,SS,tropical,5527810,12,2025-09-15,2025,38,15385,220,20,278.32,3.98,0.362
2025/2026,Edo,SS,tropical,5527810,13,2025-09-22,2025,39,44915,498,34,812.528,9.009,0.615
2025/2026,Edo,SS,tropical,5527810,14,2025-09-29,2025,40,67011,1301,103,1212.252,23.536,1.863
2025/2026,Edo,SS,tropical,5527810,15,2025-10-06,2025,41,134771,1997,114,2438.054,36.126,2.062
2025/2026,Edo,SS,tropical,5527810,16,2025-10-13,2025,42,155242,1933,100,2808.382,34.969,1.809
2025/2026,Edo,SS,tropical,5527810,17,2025-10-20,2025,43,78433,790,59,1418.88,14.291,1.067
2025/2026,Edo,SS,tropical,5527810,18,2025-10-27,2025,44,15675,788,19,283.566,14.255,0.344
2025/2026,Edo,SS,tropical,5527810,19,2025-11-03,2025,45,2523,63,8,45.642,1.14,0.145
2025/2026,Edo,SS,tropical,5527810,20,2025-11-10,2025,46,1594,20,0,28.836,0.362,0.0
2025/2026,Edo,SS,tropical,5527810,21,2025-11-17,2025,47,756,4,0,13.676,0.072,0.0
2025/2026,Edo,SS,tropical,5527810,22,2025-11-24,2025,48,1354,21,3,24.494,0.38,0.054
2025/2026,Edo,SS,tropical,5527810,23,2025-12-01,2025,49,2106,37,4,38.098,0.669,0.072
2025/2026,Edo,SS,tropical,5527810,24,2025-12-08,2025,50,5278,87,1,95.481,1.574,0.018
2025/2026,Edo,SS,tropical,5527810,25,2025-12-15,2025,51,5004,119,6,90.524,2.153,0.109
2025/2026,Edo,SS,tropical,5527810,26,2025-12-22,2025,52,12207,286,13,220.829,5.174,0.235
2025/2026,Edo,SS,tropical,5527810,27,2025-12-29,2026,1,12587,224,16,227.703,4.052,0.289
2025/2026,Edo,SS,tropical,5527810,28,2026-01-05,2026,2,7619,93,11,137.83,1.682,0.199
2025/2026,Edo,SS,tropical,5527810,29,2026-01-12,2026,3,6138,100,7,111.039,1.809,0.127
2025/2026,Edo,SS,tropical,5527810,30,2026-01-19,2026,4,1790,32,3,32.382,0.579,0.054
2025/2026,Edo,SS,tropical,5527810,31,2026-01-26,2026,5,1188,19,2,21.491,0.344,0.036
2025/2026,Edo,SS,tropical,5527810,32,2026-02-02,2026,6,469,17,2,8.484,0.308,0.036
2025/2026,Edo,SS,tropical,5527810,33,2026-02-09,2026,7,530,11,1,9.588,0.199,0.018
2025/2026,Edo,SS,tropical,5527810,34,2026-02-16,2026,8,332,10,0,6.006,0.181,0.0
2025/2026,Edo,SS,tropical,5527810,35,2026-02-23,2026,9,340,6,0,6.151,0.109,0.0
2025/2026,Edo,SS,tropical,5527810,36,2026-03-02,2026,10,623,9,1,11.27,0.163,0.018
2025/2026,Edo,SS,tropical,5527810,37,2026-03-09,2026,11,335,9,0,6.06,0.163,0.0
2025/2026,Edo,SS,tropical,5527810,38,2026-03-16,2026,12,292,5,1,5.282,0.09,0.018
2025/2026,Edo,SS,tropical,5527810,39,2026-03-23,2026,13,343,7,0,6.205,0.127,0.0
2025/2026,Edo,SS,tropical,5527810,40,2026-03-30,2026,14,305,9,0,5.518,0.163,0.0
2025/2026,Edo,SS,tropical,5527810,41,2026-04-06,2026,15,404,8,0,7.309,0.145,0.0
2025/2026,Edo,SS,tropical,5527810,42,2026-04-13,2026,16,444,7,0,8.032,0.127,0.0
2025/2026,Edo,SS,tropical,5527810,43,2026-04-20,2026,17,275,5,0,4.975,0.09,0.0
2025/2026,Edo,SS,tropical,5527810,44,2026-04-27,2026,18,416,12,0,7.526,0.217,0.0
2025/2026,Edo,SS,tropical,5527810,45,2026-05-04,2026,19,513,6,1,9.28,0.109,0.018
2025/2026,Edo,SS,tropical,5527810,46,2026-05-11,2026,20,289,7,0,5.228,0.127,0.0
2025/2026,Edo,SS,tropical,5527810,47,2026-05-18,2026,21,215,11,0,3.889,0.199,0.0
2025/2026,Edo,SS,tropical,5527810,48,2026-05-25,2026,22,440,8,1,7.96,0.145,0.018
2025/2026,Edo,SS,tropical,5527810,49,2026-06-01,2026,23,307,4,1,5.554,0.072,0.018
2025/2026,Edo,SS,tropical,5527810,50,2026-06-08,2026,24,352,11,0,6.368,0.199,0.0
2025/2026,Edo,SS,tropical,5527810,51,2026-06-15,2026,25,448,6,0,8.104,0.109,0.0
2025/2026,Edo,SS,tropical,5527810,52,2026-06-22,2026,26,317,8,0,5.735,0.145,0.0
2025/2026,Ondo,SW,tropical,5469707,1,2025-06-30,2025,27,1519,29,2,27.771,0.53,0.037
2025/2026,Ondo,SW,tropical,5469707,2,2025-07-07,2025,28,509,11,0,9.306,0.201,0.0
2025/2026,Ondo,SW,tropical,5469707,3,2025-07-14,2025,29,367,10,1,6.71,0.183,0.018
2025/2026,Ondo,SW,tropical,5469707,4,2025-07-21,2025,30,673,21,0,12.304,0.384,0.0
2025/2026,Ondo,SW,tropical,5469707,5,2025-07-28,2025,31,509,9,0,9.306,0.165,0.0
2025/2026,Ondo,SW,tropical,5469707,6,2025-08-04,2025,32,373,4,0,6.819,0.073,0.0
2025/2026,Ondo,SW,tropical,5469707,7,2025-08-11,2025,33,829,3,1,15.156,0.055,0.018
2025/2026,Ondo,SW,tropical,5469707,8,2025-08-18,2025,34,651,22,0,11.902,0.402,0.0
2025/2026,Ondo,SW,tropical,5469707,9,2025-08-25,2025,35,975,30,0,17.825,0.548,0.0
2025/2026,Ondo,SW,tropical,5469707,10,2025-09-01,2025,36,1419,33,2,25.943,0.603,0.037
2025/2026,Ondo,SW,tropical,5469707,11,2025-09-08,2025,37,4468,103,6,81.686,1.883,0.11
2025/2026,Ondo,SW,tropical,5469707,12,2025-09-15,2025,38,16929,409,22,309.505,7.478,0.402
2025/2026,Ondo,SW,tropical,5469707,13,2025-09-22,2025,39,19888,552,37,363.603,10.092,0.676
2025/2026,Ondo,SW,tropical,5469707,14,2025-09-29,2025,40,86846,1797,65,1587.763,32.854,1.188
2025/2026,Ondo,SW,tropical,5469707,15,2025-10-06,2025,41,132641,1745,62,2425.011,31.903,1.134
2025/2026,Ondo,SW,tropical,5469707,16,2025-10-13,2025,42,176702,1688,127,3230.557,30.861,2.322
2025/2026,Ondo,SW,tropical,5469707,17,2025-10-20,2025,43,56450,1199,106,1032.048,21.921,1.938
2025/2026,Ondo,SW,tropical,5469707,18,2025-10-27,2025,44,21259,483,20,388.668,8.83,0.366
2025/2026,Ondo,SW,tropical,5469707,19,2025-11-03,2025,45,4592,48,3,83.953,0.878,0.055
2025/2026,Ondo,SW,tropical,5469707,20,2025-11-10,2025,46,942,22,1,17.222,0.402,0.018
2025/2026,Ondo,SW,tropical,5469707,21,2025-11-17,2025,47,960,9,2,17.551,0.165,0.037
2025/2026,Ondo,SW,tropical,5469707,22,2025-11-24,2025,48,1134,32,0,20.732,0.585,0.0
2025/2026,Ondo,SW,tropical,5469707,23,2025-12-01,2025,49,2578,63,0,47.132,1.152,0.0
2025/2026,Ondo,SW,tropical,5469707,24,2025-12-08,2025,50,5594,45,5,102.272,0.823,0.091
2025/2026,Ondo,SW,tropical,5469707,25,2025-12-15,2025,51,4240,77,4,77.518,1.408,0.073
2025/2026,Ondo,SW,tropical,5469707,26,2025-12-22,2025,52,14800,100,27,270.581,1.828,0.494
2025/2026,Ondo,SW,tropical,5469707,27,2025-12-29,2026,1,14559,277,20,266.175,5.064,0.366
2025/2026,Ondo,SW,tropical,5469707,28,2026-01-05,2026,2,17516,175,8,320.237,3.199,0.146
2025/2026,Ondo,SW,tropical,5469707,29,2026-01-12,2026,3,6310,109,7,115.363,1.993,0.128
2025/2026,Ondo,SW,tropical,5469707,30,2026-01-19,2026,4,2401,46,1,43.896,0.841,0.018
2025/2026,Ondo,SW,tropical,5469707,31,2026-01-26,2026,5,382,14,0,6.984,0.256,0.0
2025/2026,Ondo,SW,tropical,5469707,32,2026-02-02,2026,6,531,8,0,9.708,0.146,0.0
2025/2026,Ondo,SW,tropical,5469707,33,2026-02-09,2026,7,402,6,0,7.35,0.11,0.0
2025/2026,Ondo,SW,tropical,5469707,34,2026-02-16,2026,8,419,7,1,7.66,0.128,0.018
2025/2026,Ondo,SW,tropical,5469707,35,2026-02-23,2026,9,391,9,0,7.148,0.165,0.0
2025/2026,Ondo,SW,tropical,5469707,36,2026-03-02,2026,10,280,8,1,5.119,0.146,0.018
2025/2026,Ondo,SW,tropical,5469707,37,2026-03-09,2026,11,737,12,3,13.474,0.219,0.055
2025/2026,Ondo,SW,tropical,5469707,38,2026-03-16,2026,12,375,4,0,6.856,0.073,0.0
2025/2026,Ondo,SW,tropical,5469707,39,2026-03-23,2026,13,338,7,0,6.179,0.128,0.0
2025/2026,Ondo,SW,tropical,5469707,40,2026-03-30,2026,14,384,12,1,7.02,0.219,0.018
2025/2026,Ondo,SW,tropical,5469707,41,2026-04-06,2026,15,284,13,0,5.192,0.238,0.0
2025/2026,Ondo,SW,tropical,5469707,42,2026-04-13,2026,16,541,1,1,9.891,0.018,0.018
2025/2026,Ondo,SW,tropical,5469707,43,2026-04-20,2026,17,483,7,0,8.83,0.128,0.0
2025/2026,Ondo,SW,tropical,5469707,44,2026-04-27,2026,18,459,15,0,8.392,0.274,0.0
2025/2026,Ondo,SW,tropical,5469707,45,2026-05-04,2026,19,384,9,1,7.02,0.165,0.018
2025/2026,Ondo,SW,tropical,5469707,46,2026-05-11,2026,20,702,5,0,12.834,0.091,0.0
2025/2026,Ondo,SW,tropical,5469707,47,2026-05-18,2026,21,373,8,0,6.819,0.146,0.0
2025/2026,Ondo,SW,tropical,5469707,48,2026-05-25,2026,22,491,8,1,8.977,0.146,0.018
2025/2026,Ondo,SW,tropical,5469707,49,2026-06-01,2026,23,562,6,0,10.275,0.11,0.0
2025/2026,Ondo,SW,tropical,5469707,50,2026-06-08,2026,24,609,15,1,11.134,0.274,0.018
2025/2026,Ondo,SW,tropical,5469707,51,2026-06-15,2026,25,519,7,0,9.489,0.128,0.0
2025/2026,Ondo,SW,tropical,5469707,52,2026-06-22,2026,26,616,6,1,11.262,0.11,0.018
2025/2026,Zamfara,NW,sahel,5517793,1,2025-06-30,2025,27,3339,61,11,60.513,1.106,0.199
2025/2026,Zamfara,NW,sahel,5517793,2,2025-07-07,2025,28,512,5,1,9.279,0.091,0.018
2025/2026,Zamfara,NW,sahel,5517793,3,2025-07-14,2025,29,1290,7,1,23.379,0.127,0.018
2025/2026,Zamfara,NW,sahel,5517793,4,2025-07-21,2025,30,746,11,1,13.52,0.199,0.018
2025/2026,Zamfara,NW,sahel,5517793,5,2025-07-28,2025,31,586,14,1,10.62,0.254,0.018
2025/2026,Zamfara,NW,sahel,5517793,6,2025-08-04,2025,32,1078,5,1,19.537,0.091,0.018
2025/2026,Zamfara,NW,sahel,5517793,7,2025-08-11,2025,33,1169,10,2,21.186,0.181,0.036
2025/2026,Zamfara,NW,sahel,5517793,8,2025-08-18,2025,34,1129,15,0,20.461,0.272,0.0
2025/2026,Zamfara,NW,sahel,5517793,9,2025-08-25,2025,35,552,19,2,10.004,0.344,0.036
2025/2026,Zamfara,NW,sahel,5517793,10,2025-09-01,2025,36,750,16,3,13.592,0.29,0.054
2025/2026,Zamfara,NW,sahel,5517793,11,2025-09-08,2025,37,901,10,2,16.329,0.181,0.036
2025/2026,Zamfara,NW,sahel,5517793,12,2025-09-15,2025,38,1299,13,3,23.542,0.236,0.054
2025/2026,Zamfara,NW,sahel,5517793,13,2025-09-22,2025,39,2569,26,7,46.558,0.471,0.127
2025/2026,Zamfara,NW,sahel,5517793,14,2025-09-29,2025,40,8948,201,11,162.166,3.643,0.199
2025/2026,Zamfara,NW,sahel,5517793,15,2025-10-06,2025,41,15951,367,38,289.083,6.651,0.689
2025/2026,Zamfara,NW,sahel,5517793,16,2025-10-13,2025,42,30655,629,79,555.566,11.399,1.432
2025/2026,Zamfara,NW,sahel,5517793,17,2025-10-20,2025,43,94288,547,214,1708.799,9.913,3.878
2025/2026,Zamfara,NW,sahel,5517793,18,2025-10-27,2025,44,41955,1659,185,760.358,30.066,3.353
2025/2026,Zamfara,NW,sahel,5517793,19,2025-11-03,2025,45,50299,567,114,911.578,10.276,2.066
2025/2026,Zamfara,NW,sahel,5517793,20,2025-11-10,2025,46,13377,344,35,242.434,6.234,0.634
2025/2026,Zamfara,NW,sahel,5517793,21,2025-11-17,2025,47,4601,37,19,83.385,0.671,0.344
2025/2026,Zamfara,NW,sahel,5517793,22,2025-11-24,2025,48,4533,22,6,82.152,0.399,0.109
2025/2026,Zamfara,NW,sahel,5517793,23,2025-12-01,2025,49,5424,44,9,98.3,0.797,0.163
2025/2026,Zamfara,NW,sahel,5517793,24,2025-12-08,2025,50,7187,172,16,130.251,3.117,0.29
2025/2026,Zamfara,NW,sahel,5517793,25,2025-12-15,2025,51,10806,201,36,195.839,3.643,0.652
2025/2026,Zamfara,NW,sahel,5517793,26,2025-12-22,2025,52,36236,289,54,656.712,5.238,0.979
2025/2026,Zamfara,NW,sahel,5517793,27,2025-12-29,2026,1,24583,353,46,445.522,6.397,0.834
2025/2026,Zamfara,NW,sahel,5517793,28,2026-01-05,2026,2,25644,245,13,464.751,4.44,0.236
2025/2026,Zamfara,NW,sahel,5517793,29,2026-01-12,2026,3,6381,198,19,115.644,3.588,0.344
2025/2026,Zamfara,NW,sahel,5517793,30,2026-01-19,2026,4,2591,61,6,46.957,1.106,0.109
2025/2026,Zamfara,NW,sahel,5517793,31,2026-01-26,2026,5,1536,33,1,27.837,0.598,0.018
2025/2026,Zamfara,NW,sahel,5517793,32,2026-02-02,2026,6,858,7,0,15.55,0.127,0.0
2025/2026,Zamfara,NW,sahel,5517793,33,2026-02-09,2026,7,596,16,2,10.801,0.29,0.036
2025/2026,Zamfara,NW,sahel,5517793,34,2026-02-16,2026,8,905,11,2,16.401,0.199,0.036
2025/2026,Zamfara,NW,sahel,5517793,35,2026-02-23,2026,9,1132,9,2,20.515,0.163,0.036
2025/2026,Zamfara,NW,sahel,5517793,36,2026-03-02,2026,10,1014,8,2,18.377,0.145,0.036
2025/2026,Zamfara,NW,sahel,5517793,37,2026-03-09,2026,11,1306,15,2,23.669,0.272,0.036
2025/2026,Zamfara,NW,sahel,5517793,38,2026-03-16,2026,12,716,8,1,12.976,0.145,0.018
2025/2026,Zamfara,NW,sahel,5517793,39,2026-03-23,2026,13,610,8,1,11.055,0.145,0.018
2025/2026,Zamfara,NW,sahel,5517793,40,2026-03-30,2026,14,1249,8,0,22.636,0.145,0.0
2025/2026,Zamfara,NW,sahel,5517793,41,2026-04-06,2026,15,869,4,0,15.749,0.072,0.0
2025/2026,Zamfara,NW,sahel,5517793,42,2026-04-13,2026,16,1125,11,1,20.389,0.199,0.018
2025/2026,Zamfara,NW,sahel,5517793,43,2026-04-20,2026,17,782,8,3,14.172,0.145,0.054
2025/2026,Zamfara,NW,sahel,5517793,44,2026-04-27,2026,18,832,3,2,15.078,0.054,0.036
2025/2026,Zamfara,NW,sahel,5517793,45,2026-05-04,2026,19,1106,11,3,20.044,0.199,0.054
2025/2026,Zamfara,NW,sahel,5517793,46,2026-05-11,2026,20,767,11,1,13.9,0.199,0.018
2025/2026,Zamfara,NW,sahel,5517793,47,2026-05-18,2026,21,1277,8,2,23.143,0.145,0.036
2025/2026,Zamfara,NW,sahel,5517793,48,2026-05-25,2026,22,1191,9,5,21.585,0.163,0.091
2025/2026,Zamfara,NW,sahel,5517793,49,2026-06-01,2026,23,494,12,2,8.953,0.217,0.036
2025/2026,Zamfara,NW,sahel,5517793,50,2026-06-08,2026,24,884,8,0,16.021,0.145,0.0
2025/2026,Zamfara,NW,sahel,5517793,51,2026-06-15,2026,25,860,9,4,15.586,0.163,0.072
2025/2026,Zamfara,NW,sahel,5517793,52,2026-06-22,2026,26,554,14,3,10.04,0.254,0.054
2025/2026,Plateau,NC,savanna,5400974,1,2025-06-30,2025,27,2862,55,5,52.99,1.018,0.093
2025/2026,Plateau,NC,savanna,5400974,2,2025-07-07,2025,28,498,13,0,9.221,0.241,0.0
2025/2026,Plateau,NC,savanna,5400974,3,2025-07-14,2025,29,921,11,1,17.052,0.204,0.019
2025/2026,Plateau,NC,savanna,5400974,4,2025-07-21,2025,30,646,11,0,11.961,0.204,0.0
2025/2026,Plateau,NC,savanna,5400974,5,2025-07-28,2025,31,686,9,0,12.701,0.167,0.0
2025/2026,Plateau,NC,savanna,5400974,6,2025-08-04,2025,32,342,8,2,6.332,0.148,0.037
2025/2026,Plateau,NC,savanna,5400974,7,2025-08-11,2025,33,928,10,2,17.182,0.185,0.037
2025/2026,Plateau,NC,savanna,5400974,8,2025-08-18,2025,34,618,10,1,11.442,0.185,0.019
2025/2026,Plateau,NC,savanna,5400974,9,2025-08-25,2025,35,698,12,3,12.924,0.222,0.056
2025/2026,Plateau,NC,savanna,5400974,10,2025-09-01,2025,36,1071,32,0,19.83,0.592,0.0
2025/2026,Plateau,NC,savanna,5400974,11,2025-09-08,2025,37,2513,42,2,46.529,0.778,0.037
2025/2026,Plateau,NC,savanna,5400974,12,2025-09-15,2025,38,4515,68,16,83.596,1.259,0.296
2025/2026,Plateau,NC,savanna,5400974,13,2025-09-22,2025,39,9052,224,23,167.599,4.147,0.426
2025/2026,Plateau,NC,savanna,5400974,14,2025-09-29,2025,40,59008,556,38,1092.544,10.294,0.704
2025/2026,Plateau,NC,savanna,5400974,15,2025-10-06,2025,41,88001,833,104,1629.354,15.423,1.926
2025/2026,Plateau,NC,savanna,5400974,16,2025-10-13,2025,42,79156,1371,101,1465.588,25.384,1.87
2025/2026,Plateau,NC,savanna,5400974,17,2025-10-20,2025,43,94813,947,173,1755.48,17.534,3.203
2025/2026,Plateau,NC,savanna,5400974,18,2025-10-27,2025,44,91793,684,59,1699.564,12.664,1.092
2025/2026,Plateau,NC,savanna,5400974,19,2025-11-03,2025,45,20074,314,19,371.674,5.814,0.352
2025/2026,Plateau,NC,savanna,5400974,20,2025-11-10,2025,46,3583,39,10,66.34,0.722,0.185
2025/2026,Plateau,NC,savanna,5400974,21,2025-11-17,2025,47,2449,24,3,45.344,0.444,0.056
2025/2026,Plateau,NC,savanna,5400974,22,2025-11-24,2025,48,1779,13,1,32.939,0.241,0.019
2025/2026,Plateau,NC,savanna,5400974,23,2025-12-01,2025,49,4334,54,8,80.245,1.0,0.148
2025/2026,Plateau,NC,savanna,5400974,24,2025-12-08,2025,50,6898,136,8,127.718,2.518,0.148
2025/2026,Plateau,NC,savanna,5400974,25,2025-12-15,2025,51,7573,270,15,140.215,4.999,0.278
2025/2026,Plateau,NC,savanna,5400974,26,2025-12-22,2025,52,11310,369,18,209.407,6.832,0.333
2025/2026,Plateau,NC,savanna,5400974,27,2025-12-29,2026,1,21472,255,43,397.558,4.721,0.796
2025/2026,Plateau,NC,savanna,5400974,28,2026-01-05,2026,2,14582,224,23,269.988,4.147,0.426
2025/2026,Plateau,NC,savanna,5400974,29,2026-01-12,2026,3,10980,66,16,203.297,1.222,0.296
2025/2026,Plateau,NC,savanna,5400974,30,2026-01-19,2026,4,4818,39,2,89.206,0.722,0.037
2025/2026,Plateau,NC,savanna,5400974,31,2026-01-26,2026,5,1298,13,3,24.033,0.241,0.056
2025/2026,Plateau,NC,savanna,5400974,32,2026-02-02,2026,6,838,7,2,15.516,0.13,0.037
2025/2026,Plateau,NC,savanna,5400974,33,2026-02-09,2026,7,631,7,1,11.683,0.13,0.019
2025/2026,Plateau,NC,savanna,5400974,34,2026-02-16,2026,8,498,9,0,9.221,0.167,0.0
2025/2026,Plateau,NC,savanna,5400974,35,2026-02-23,2026,9,464,8,0,8.591,0.148,0.0
2025/2026,Plateau,NC,savanna,5400974,36,2026-03-02,2026,10,478,15,2,8.85,0.278,0.037
2025/2026,Plateau,NC,savanna,5400974,37,2026-03-09,2026,11,1157,8,4,21.422,0.148,0.074
2025/2026,Plateau,NC,savanna,5400974,38,2026-03-16,2026,12,598,11,2,11.072,0.204,0.037
2025/2026,Plateau,NC,savanna,5400974,39,2026-03-23,2026,13,740,14,1,13.701,0.259,0.019
2025/2026,Plateau,NC,savanna,5400974,40,2026-03-30,2026,14,533,8,1,9.869,0.148,0.019
2025/2026,Plateau,NC,savanna,5400974,41,2026-04-06,2026,15,890,14,0,16.479,0.259,0.0
2025/2026,Plateau,NC,savanna,5400974,42,2026-04-13,2026,16,801,10,4,14.831,0.185,0.074
2025/2026,Plateau,NC,savanna,5400974,43,2026-04-20,2026,17,704,14,3,13.035,0.259,0.056
2025/2026,Plateau,NC,savanna,5400974,44,2026-04-27,2026,18,670,8,0,12.405,0.148,0.0
